,Date,Vander_Score,Buy,Sell
697,2016-11-28,0.30164685314685313,1,0
698,2016-11-29,0.0,1,0
699,2016-11-30,0.0,0,1
700,2016-12-01,0.0,0,1
701,2016-12-02,0.0,1,0
702,2016-12-03,0.0,1,0
703,2016-12-04,0.4019,1,0
704,2016-12-05,0.4019,0,1
705,2016-12-06,0.06667088607594936,1,0
706,2016-12-07,-0.010747325870646765,1,0
707,2016-12-08,0.0,1,0
708,2016-12-09,0.07262425531914894,1,0
709,2016-12-10,0.0,1,0
710,2016-12-11,0.0,1,0
711,2016-12-12,0.0,1,0
712,2016-12-13,-0.11315,1,0
713,2016-12-14,0.0,1,0
714,2016-12-15,-0.2584,1,0
715,2016-12-16,0.0,0,1
716,2016-12-17,0.0,0,1
717,2016-12-18,0.0,0,1
718,2016-12-19,0.06602650602409639,1,0
719,2016-12-20,-0.012086770072992692,1,0
720,2016-12-21,0.1602939130434783,1,0
721,2016-12-22,0.0,0,1
722,2016-12-23,-0.09374120956399438,1,0
723,2016-12-24,0.0,1,0
724,2016-12-25,0.0,1,0
725,2016-12-26,0.0,1,0
726,2016-12-27,-0.13648674579624134,1,0
727,2016-12-28,0.0,0,1
728,2016-12-29,0.0,1,0
729,2016-12-30,0.0,0,1
730,2016-12-31,0.0,0,1
731,2017-01-01,0.0,0,1
732,2017-01-02,0.0,0,1
733,2017-01-03,0.0,1,0
734,2017-01-04,0.0,1,0
735,2017-01-05,-0.5106,1,0
736,2017-01-06,0.036482712215320914,1,0
737,2017-01-07,0.0,1,0
738,2017-01-08,0.0,1,0
739,2017-01-09,0.0353446264073695,1,0
740,2017-01-10,-0.06192479304635761,1,0
741,2017-01-11,0.0,1,0
742,2017-01-12,0.0,1,0
743,2017-01-13,0.0,0,1
744,2017-01-14,0.4939,0,1
745,2017-01-15,0.7096,0,1
746,2017-01-16,0.0,0,1
747,2017-01-17,0.18619973649538868,1,0
748,2017-01-18,0.0,0,1
749,2017-01-19,0.0,1,0
750,2017-01-20,0.0,0,1
751,2017-01-21,0.0,0,1
752,2017-01-22,0.0,0,1
753,2017-01-23,-0.007371890547263689,1,0
754,2017-01-24,-0.2755,1,0
755,2017-01-25,0.0988293103448276,1,0
756,2017-01-26,0.0,1,0
757,2017-01-27,0.296,0,1
758,2017-01-28,0.0,0,1
759,2017-01-29,0.7065,0,1
760,2017-01-30,-0.025839518072289153,1,0
761,2017-01-31,0.0059850496799756184,1,0
762,2017-02-01,0.005520759920634921,1,0
763,2017-02-02,0.025552356687898087,1,0
764,2017-02-03,0.0,1,0
765,2017-02-04,0.0,1,0
766,2017-02-05,0.0,1,0
767,2017-02-06,0.0,1,0
768,2017-02-07,-0.20069196428571429,1,0
769,2017-02-08,0.2263,1,0
770,2017-02-09,0.22663570712136408,1,0
771,2017-02-10,-0.7003,0,1
772,2017-02-11,0.0,0,1
773,2017-02-12,0.0,0,1
774,2017-02-13,0.013888686131386862,1,0
775,2017-02-14,0.03257393138357705,1,0
776,2017-02-15,0.02463236923076923,0,1
777,2017-02-16,0.5399,0,1
778,2017-02-17,0.09229615384615386,1,0
779,2017-02-18,0.0,1,0
780,2017-02-19,0.0,1,0
781,2017-02-20,0.0,1,0
782,2017-02-21,0.11455720720720722,1,0
783,2017-02-22,0.09348169996828416,1,0
784,2017-02-23,0.0258,0,1
785,2017-02-24,0.0,1,0
786,2017-02-25,0.1041923076923077,1,0
787,2017-02-26,0.10438680203045685,1,0
788,2017-02-27,0.2288059259259259,0,1
789,2017-02-28,0.0,0,1
790,2017-03-01,-0.009323871527777777,1,0
791,2017-03-02,0.0,0,1
792,2017-03-03,0.0,1,0
793,2017-03-04,0.0,1,0
794,2017-03-05,0.0,1,0
795,2017-03-06,0.0,0,1
796,2017-03-07,0.07502896456828345,1,0
797,2017-03-08,-0.7184,1,0
798,2017-03-09,0.4767,0,1
799,2017-03-10,-0.4588,0,1
800,2017-03-11,0.0,0,1
801,2017-03-12,0.0,0,1
802,2017-03-13,0.0,1,0
803,2017-03-14,0.03493241758241762,0,1
804,2017-03-15,0.02766457528957529,1,0
805,2017-03-16,0.0,0,1
806,2017-03-17,0.0,0,1
807,2017-03-18,0.0,0,1
808,2017-03-19,0.0,0,1
809,2017-03-20,-0.1358595,1,0
810,2017-03-21,0.08706355748373101,0,1
811,2017-03-22,0.0,1,0
812,2017-03-23,0.0,0,1
813,2017-03-24,-0.12030751466275659,0,1
814,2017-03-25,0.0,0,1
815,2017-03-26,0.0,0,1
816,2017-03-27,0.15245296803652966,1,0
817,2017-03-28,0.0,1,0
818,2017-03-29,0.0,1,0
819,2017-03-30,-0.23157876857749474,0,1
820,2017-03-31,0.219402,0,1
821,2017-04-01,0.013646376811594205,0,1
822,2017-04-02,0.0,0,1
823,2017-04-03,0.4754,0,1
824,2017-04-04,-0.24033587786259542,1,0
825,2017-04-05,0.1222310570626754,0,1
826,2017-04-06,0.2732,0,1
827,2017-04-07,0.13588977272727273,0,1
828,2017-04-08,0.296,0,1
829,2017-04-09,-0.4019,0,1
830,2017-04-10,0.0,0,1
831,2017-04-11,0.0,0,1
832,2017-04-12,0.0,1,0
833,2017-04-13,0.0,0,1
834,2017-04-14,-0.7579,0,1
835,2017-04-15,0.0,0,1
836,2017-04-16,0.0,0,1
837,2017-04-17,0.024339836065573772,1,0
838,2017-04-18,-0.02023021978021979,0,1
839,2017-04-19,-0.043702898550724636,0,1
840,2017-04-20,0.017423931623931622,1,0
841,2017-04-21,0.0,0,1
842,2017-04-22,0.4019,0,1
843,2017-04-23,0.0,0,1
844,2017-04-24,0.0,1,0
845,2017-04-25,0.1206109090909091,1,0
846,2017-04-26,0.0,0,1
847,2017-04-27,0.03031007751937985,0,1
848,2017-04-28,0.008359120370370371,0,1
849,2017-04-29,0.0,0,1
850,2017-04-30,0.0,0,1
851,2017-05-01,0.009927074875958503,1,0
852,2017-05-02,-0.004770881355932203,0,1
853,2017-05-03,0.03053160931174089,1,0
854,2017-05-04,0.06085235602094241,1,0
855,2017-05-05,0.0008296213808463252,1,0
856,2017-05-06,-0.013786720000000002,1,0
857,2017-05-07,0.03579234693877551,1,0
858,2017-05-08,0.008535723870056498,1,0
859,2017-05-09,-0.004442934154793994,1,0
860,2017-05-10,0.006193945945945944,0,1
861,2017-05-11,0.0,1,0
862,2017-05-12,0.0825406015037594,1,0
863,2017-05-13,-0.015245169712793733,1,0
864,2017-05-14,0.05687680292455966,1,0
865,2017-05-15,-0.1630705882352941,0,1
866,2017-05-16,0.0,0,1
867,2017-05-17,-0.041585553145336226,0,1
868,2017-05-18,-0.25,1,0
869,2017-05-19,0.29920327188940093,0,1
870,2017-05-20,-0.6966,0,1
871,2017-05-21,0.040999999999999995,0,1
872,2017-05-22,0.0975318124207858,0,1
873,2017-05-23,0.09818679245283018,0,1
874,2017-05-24,-0.01983811475409837,0,1
875,2017-05-25,0.0,1,0
876,2017-05-26,0.0,0,1
877,2017-05-27,0.2023,0,1
878,2017-05-28,0.0,0,1
879,2017-05-29,0.1006289644012945,0,1
880,2017-05-30,0.4404,1,0
881,2017-05-31,0.2175577777777778,0,1
882,2017-06-01,0.14966321782178219,1,0
883,2017-06-02,0.01289110588235294,1,0
884,2017-06-03,0.07991310344827585,1,0
885,2017-06-04,0.0,1,0
886,2017-06-05,-0.00010830104193576192,0,1
887,2017-06-06,0.01108573858114675,1,0
888,2017-06-07,0.08305653846153845,1,0
889,2017-06-08,0.0,0,1
890,2017-06-09,0.005791761021440617,0,1
891,2017-06-10,0.0,0,1
892,2017-06-11,0.0,0,1
893,2017-06-12,-0.004669630664183738,0,1
894,2017-06-13,0.02687197763801537,0,1
895,2017-06-14,-0.007562645914396887,0,1
896,2017-06-15,-0.016007613168724278,1,0
897,2017-06-16,0.0,0,1
898,2017-06-17,0.09532577319587629,0,1
899,2017-06-18,0.0,0,1
900,2017-06-19,0.06458353510895884,1,0
901,2017-06-20,0.0,0,1
902,2017-06-21,-0.09177706552706555,1,0
903,2017-06-22,-0.07148684210526315,0,1
904,2017-06-23,0.028326527293844363,1,0
905,2017-06-24,0.0,1,0
906,2017-06-25,0.0,1,0
907,2017-06-26,0.0,0,1
908,2017-06-27,-0.0012093206951026858,0,1
909,2017-06-28,0.0130072265625,1,0
910,2017-06-29,-0.013965295774647887,0,1
911,2017-06-30,0.16993464566929134,0,1
912,2017-07-01,0.0,0,1
913,2017-07-02,0.0,0,1
914,2017-07-03,-0.02196329966329966,0,1
915,2017-07-04,-0.0025824919871794854,0,1
916,2017-07-05,0.0,1,0
917,2017-07-06,0.0,0,1
918,2017-07-07,0.12838386270491803,1,0
919,2017-07-08,-0.6369,1,0
920,2017-07-09,0.296,1,0
921,2017-07-10,0.09164588353413655,1,0
922,2017-07-11,0.0,1,0
923,2017-07-12,0.0,0,1
924,2017-07-13,0.0,1,0
925,2017-07-14,0.0,1,0
926,2017-07-15,0.0,1,0
927,2017-07-16,0.5719,1,0
928,2017-07-17,0.0730159734779988,1,0
929,2017-07-18,-0.013548387096774195,1,0
930,2017-07-19,0.10966841004184101,1,0
931,2017-07-20,0.44425,0,1
932,2017-07-21,0.06149580890973035,1,0
933,2017-07-22,0.025732867132867134,1,0
934,2017-07-23,0.06745882352941177,1,0
935,2017-07-24,0.0,1,0
936,2017-07-25,0.09096779661016949,1,0
937,2017-07-26,0.0,1,0
938,2017-07-27,0.020072081497797357,0,1
939,2017-07-28,0.0,0,1
940,2017-07-29,0.0,0,1
941,2017-07-30,0.05836625079974409,0,1
942,2017-07-31,0.008287309644670051,0,1
943,2017-08-01,0.001545604782298971,1,0
944,2017-08-02,0.004961473926924442,0,1
945,2017-08-03,0.01174486146590686,0,1
946,2017-08-04,0.04544607906675308,1,0
947,2017-08-05,0.0,1,0
948,2017-08-06,0.0,1,0
949,2017-08-07,0.0,1,0
950,2017-08-08,-0.01849999999999999,1,0
951,2017-08-09,0.0,1,0
952,2017-08-10,-0.006858354755784039,0,1
953,2017-08-11,0.14385746268656718,1,0
954,2017-08-12,0.0,1,0
955,2017-08-13,-0.028814833005893912,1,0
956,2017-08-14,-0.8481,1,0
957,2017-08-15,-0.09773348348348349,1,0
958,2017-08-16,0.0,0,1
959,2017-08-17,-0.0072282398452611215,0,1
960,2017-08-18,0.017997031829720758,0,1
961,2017-08-19,0.0,0,1
962,2017-08-20,0.05102775280898876,0,1
963,2017-08-21,-0.00045593779453345905,0,1
964,2017-08-22,0.04991350588235294,1,0
965,2017-08-23,0.0,1,0
966,2017-08-24,0.0,0,1
967,2017-08-25,0.041665818882466274,1,0
968,2017-08-26,0.0,1,0
969,2017-08-27,0.07990635313531354,1,0
970,2017-08-28,0.0,1,0
971,2017-08-29,0.07648579545454545,1,0
972,2017-08-30,0.01212997601918464,0,1
973,2017-08-31,0.018581318267419964,1,0
974,2017-09-01,0.017012135176651306,0,1
975,2017-09-02,0.03865242506811988,0,1
976,2017-09-03,0.0,0,1
977,2017-09-04,0.11801190476190476,0,1
978,2017-09-05,0.0,0,1
979,2017-09-06,0.002719546742209632,0,1
980,2017-09-07,0.0,0,1
981,2017-09-08,0.0,0,1
982,2017-09-09,0.0,0,1
983,2017-09-10,0.055250742574257425,0,1
984,2017-09-11,0.046050466744457404,1,0
985,2017-09-12,0.0021442248041638186,0,1
986,2017-09-13,0.3612,0,1
987,2017-09-14,0.051485,0,1
988,2017-09-15,-0.008552949940405244,1,0
989,2017-09-16,0.0,1,0
990,2017-09-17,0.0,1,0
991,2017-09-18,0.10667466666666667,0,1
992,2017-09-19,0.0,0,1
993,2017-09-20,-0.007659346405228758,0,1
994,2017-09-21,-0.3341777777777778,0,1
995,2017-09-22,-0.020755999999999997,0,1
996,2017-09-23,0.0,0,1
997,2017-09-24,0.0,0,1
998,2017-09-25,0.0,1,0
999,2017-09-26,0.013271036979570728,1,0
1000,2017-09-27,0.0,1,0
1001,2017-09-28,0.21330092024539876,0,1
1002,2017-09-29,0.9403,1,0
1003,2017-09-30,0.03612141176470588,1,0
1004,2017-10-01,0.0,1,0
1005,2017-10-02,0.2543662921348314,0,1
1006,2017-10-03,0.13822517730496453,1,0
1007,2017-10-04,0.6369,0,1
1008,2017-10-05,0.0,1,0
1009,2017-10-06,0.03794209039548022,1,0
1010,2017-10-07,0.3612,1,0
1011,2017-10-08,0.0516,1,0
1012,2017-10-09,0.0,1,0
1013,2017-10-10,-0.0020860092044707426,0,1
1014,2017-10-11,0.0,1,0
1015,2017-10-12,0.11355909090909092,0,1
1016,2017-10-13,-0.06889578313253013,1,0
1017,2017-10-14,0.0,1,0
1018,2017-10-15,0.1007,1,0
1019,2017-10-16,0.22378454404945905,1,0
1020,2017-10-17,0.14327479892761397,1,0
1021,2017-10-18,0.0,0,1
1022,2017-10-19,-0.3716,0,1
1023,2017-10-20,-0.06511173184357541,0,1
1024,2017-10-21,0.0,0,1
1025,2017-10-22,0.0,0,1
1026,2017-10-23,0.017210360655737705,0,1
1027,2017-10-24,0.0,1,0
1028,2017-10-25,0.11621176470588235,0,1
1029,2017-10-26,0.4767,1,0
1030,2017-10-27,0.0,1,0
1031,2017-10-28,-0.7351,1,0
1032,2017-10-29,0.1531,1,0
1033,2017-10-30,0.009133665716999051,1,0
1034,2017-10-31,0.03528269230769231,1,0
1035,2017-11-01,0.07498125000000001,0,1
1036,2017-11-02,0.00370253442149678,1,0
1037,2017-11-03,-0.005971650739271549,0,1
1038,2017-11-04,0.2263,0,1
1039,2017-11-05,0.296,0,1
1040,2017-11-06,0.009149090909090909,1,0
1041,2017-11-07,0.4912,1,0
1042,2017-11-08,0.12670540540540542,1,0
1043,2017-11-09,-0.24946658130601795,1,0
1044,2017-11-10,0.1779,0,1
1045,2017-11-11,0.8442,0,1
1046,2017-11-12,0.9671,0,1
1047,2017-11-13,0.206660752688172,1,0
1048,2017-11-14,0.09446070133010882,0,1
1049,2017-11-15,0.0602847619047619,0,1
1050,2017-11-16,0.0,0,1
1051,2017-11-17,0.6027,0,1
1052,2017-11-18,-0.04533028846153846,0,1
1053,2017-11-19,0.020051079136690648,0,1
1054,2017-11-20,0.25459583333333335,0,1
1055,2017-11-21,0.36925723192019955,1,0
1056,2017-11-22,0.03848699763593381,1,0
1057,2017-11-23,0.5256,1,0
1058,2017-11-24,0.15962825484764542,0,1
1059,2017-11-25,0.0,0,1
1060,2017-11-26,0.0,0,1
1061,2017-11-27,0.0,0,1
1062,2017-11-28,-0.5106,0,1
1063,2017-11-29,-0.027003245823389022,0,1
1064,2017-11-30,0.0071260683760683745,1,0
1065,2017-12-01,0.7081,1,0
1066,2017-12-02,0.0,1,0
1067,2017-12-03,-0.5627,1,0
1068,2017-12-04,0.15272602040816327,0,1
1069,2017-12-05,0.0,1,0
1070,2017-12-06,0.11480542168674701,1,0
1071,2017-12-07,-0.03842499999999999,1,0
1072,2017-12-08,0.18139736842105264,0,1
1073,2017-12-09,0.0,0,1
1074,2017-12-10,0.3612,0,1
1075,2017-12-11,0.03556687804878049,1,0
1076,2017-12-12,-0.006391712253829322,0,1
1077,2017-12-13,0.0,0,1
1078,2017-12-14,0.0,0,1
1079,2017-12-15,0.020384236165237726,1,0
1080,2017-12-16,0.0,1,0
1081,2017-12-17,0.0,1,0
1082,2017-12-18,0.26204524207011687,1,0
1083,2017-12-19,0.022052490421455937,0,1
1084,2017-12-20,0.014522821576763486,0,1
1085,2017-12-21,0.022344776119402988,1,0
1086,2017-12-22,0.010850559440559442,1,0
1087,2017-12-23,0.0,1,0
1088,2017-12-24,0.875,1,0
1089,2017-12-25,0.4588,1,0
1090,2017-12-26,-0.04226761658031088,0,1
1091,2017-12-27,-0.0025630679785330944,1,0
1092,2017-12-28,0.05101278195488722,1,0
1093,2017-12-29,0.01083194285714285,0,1
1094,2017-12-30,0.0772,0,1
1095,2017-12-31,0.11779623015873016,0,1
1096,2018-01-01,0.056945144804088584,0,1
1097,2018-01-02,0.01913494475138121,1,0
1098,2018-01-03,0.027091352859135286,0,1
1099,2018-01-04,0.08825225433526011,1,0
1100,2018-01-05,0.015848588235294118,1,0
1101,2018-01-06,-0.3167,1,0
1102,2018-01-07,-0.41125,1,0
1103,2018-01-08,-0.001704698795180722,1,0
1104,2018-01-09,0.007072727272727273,0,1
1105,2018-01-10,0.10401703470031548,1,0
1106,2018-01-11,0.013955293594306048,1,0
1107,2018-01-12,0.025327037906742702,1,0
1108,2018-01-13,0.05526243611584327,1,0
1109,2018-01-14,0.03790322580645161,1,0
1110,2018-01-15,0.03358397727272727,1,0
1111,2018-01-16,0.005882254047322541,0,1
1112,2018-01-17,0.016950606390097024,1,0
1113,2018-01-18,0.012241287767673805,0,1
1114,2018-01-19,-0.016695712909441232,0,1
1115,2018-01-20,0.08846126126126126,0,1
1116,2018-01-21,0.08338536036036034,0,1
1117,2018-01-22,0.007111966292134836,0,1
1118,2018-01-23,-0.01178211567732116,0,1
1119,2018-01-24,0.029585409652076313,0,1
1120,2018-01-25,0.02240857120012793,0,1
1121,2018-01-26,0.027398388059701496,0,1
1122,2018-01-27,0.010087219959266803,0,1
1123,2018-01-28,0.016187976694915257,0,1
1124,2018-01-29,-0.006314664960818807,0,1
1125,2018-01-30,0.011413264106583072,1,0
1126,2018-01-31,0.0224199346108437,1,0
1127,2018-02-01,0.004826330330330329,1,0
1128,2018-02-02,0.009705723974228551,0,1
1129,2018-02-03,0.07788563953488373,0,1
1130,2018-02-04,0.148,0,1
1131,2018-02-05,-0.014870822942643391,0,1
1132,2018-02-06,0.048953396739130434,1,0
1133,2018-02-07,-0.010217657103825136,0,1
1134,2018-02-08,0.0,0,1
1135,2018-02-09,-0.008074864130434786,0,1
1136,2018-02-10,-0.00816483050847458,0,1
1137,2018-02-11,-0.22065973282442747,0,1
1138,2018-02-12,0.047691998078770406,1,0
1139,2018-02-13,0.10323180592991914,1,0
1140,2018-02-14,0.019938601144771747,1,0
1141,2018-02-15,0.023359785059079607,1,0
1142,2018-02-16,0.0768669429097606,1,0
1143,2018-02-17,0.9652,1,0
1144,2018-02-18,0.0,1,0
1145,2018-02-19,0.0,1,0
1146,2018-02-20,0.8987,0,1
1147,2018-02-21,0.12236451807228915,0,1
1148,2018-02-22,0.1224131004366812,1,0
1149,2018-02-23,0.06687235978520287,1,0
1150,2018-02-24,0.0694685499462943,1,0
1151,2018-02-25,0.10672219780219781,1,0
1152,2018-02-26,0.02486281068524971,1,0
1153,2018-02-27,0.13644728033472803,0,1
1154,2018-02-28,0.05171978659243795,0,1
1155,2018-03-01,0.10603035211267606,0,1
1156,2018-03-02,0.05458128342245989,1,0
1157,2018-03-03,0.296,1,0
1158,2018-03-04,0.2263,1,0
1159,2018-03-05,0.031408286908078,1,0
1160,2018-03-06,0.02147962962962963,0,1
1161,2018-03-07,0.0,1,0
1162,2018-03-08,0.040874737604053565,1,0
1163,2018-03-09,0.038604761904761906,1,0
1164,2018-03-10,0.006936301369863021,1,0
1165,2018-03-11,-0.4019,1,0
1166,2018-03-12,0.03546066433566433,1,0
1167,2018-03-13,-0.030841959798994956,0,1
1168,2018-03-14,-0.0689228187919463,0,1
1169,2018-03-15,0.140653698630137,1,0
1170,2018-03-16,-0.024795573440643863,0,1
1171,2018-03-17,0.0,0,1
1172,2018-03-18,0.016356040892193308,0,1
1173,2018-03-19,0.02709737544483986,0,1
1174,2018-03-20,0.08881639784946238,1,0
1175,2018-03-21,0.02697350255378424,0,1
1176,2018-03-22,0.08055663265306123,0,1
1177,2018-03-23,-0.026393109388458225,0,1
1178,2018-03-24,-0.008039842767295597,0,1
1179,2018-03-25,0.001097872340425532,0,1
1180,2018-03-26,0.05537231256890849,1,0
1181,2018-03-27,-0.009020516992046276,0,1
1182,2018-03-28,0.07085460687960687,0,1
1183,2018-03-29,0.136083984375,0,1
1184,2018-03-30,0.6705,0,1
1185,2018-03-31,-0.039919774919614154,0,1
1186,2018-04-01,0.0,0,1
1187,2018-04-02,0.009629552469135806,0,1
1188,2018-04-03,0.015846447264076132,1,0
1189,2018-04-04,0.0027443022547227283,1,0
1190,2018-04-05,0.3816120320855615,1,0
1191,2018-04-06,-0.13118119469026548,0,1
1192,2018-04-07,0.018611404469763365,0,1
1193,2018-04-08,0.01886818181818182,0,1
1194,2018-04-09,0.004963173652694611,1,0
1195,2018-04-10,0.32575309734513275,1,0
1196,2018-04-11,0.03367283333333333,1,0
1197,2018-04-12,0.04290993124522536,1,0
1198,2018-04-13,0.0482595041322314,0,1
1199,2018-04-14,0.06064343302990898,0,1
1200,2018-04-15,0.0,0,1
1201,2018-04-16,0.013960647773279352,1,0
1202,2018-04-17,-0.025322399999999995,1,0
1203,2018-04-18,0.0,1,0
1204,2018-04-19,0.03359173228346457,0,1
1205,2018-04-20,0.008211071428571434,0,1
1206,2018-04-21,0.0,0,1
1207,2018-04-22,0.03884413472706156,0,1
1208,2018-04-23,0.09839620689655172,0,1
1209,2018-04-24,0.0,0,1
1210,2018-04-25,0.1556900462962963,1,0
1211,2018-04-26,-0.04097220956719817,1,0
1212,2018-04-27,0.0,0,1
1213,2018-04-28,-0.0006276001967051878,0,1
1214,2018-04-29,0.0,0,1
1215,2018-04-30,0.0025502521231422506,1,0
1216,2018-05-01,0.001942210519799791,1,0
1217,2018-05-02,0.00577406970412053,1,0
1218,2018-05-03,0.01455367412140575,1,0
1219,2018-05-04,0.01573805032733224,1,0
1220,2018-05-05,0.3818,1,0
1221,2018-05-06,0.14879473684210526,1,0
1222,2018-05-07,0.022248380726698266,0,1
1223,2018-05-08,0.00455676741130092,1,0
1224,2018-05-09,0.04220711462450595,1,0
1225,2018-05-10,6.815876901556226e-05,1,0
1226,2018-05-11,0.08921705937794533,0,1
1227,2018-05-12,0.5984,0,1
1228,2018-05-13,0.0269056891025641,0,1
1229,2018-05-14,0.04891176811594203,0,1
1230,2018-05-15,-0.204736652835408,0,1
1231,2018-05-16,0.09930509413067552,1,0
1232,2018-05-17,0.0,0,1
1233,2018-05-18,0.06380208333333333,0,1
1234,2018-05-19,0.0,0,1
1235,2018-05-20,0.8519,0,1
1236,2018-05-21,0.0,0,1
1237,2018-05-22,0.05036316384180791,0,1
1238,2018-05-23,0.16575752427184465,1,0
1239,2018-05-24,0.010326010544815467,0,1
1240,2018-05-25,0.1132850622406639,1,0
1241,2018-05-26,0.10115,1,0
1242,2018-05-27,0.10677724458204335,1,0
1243,2018-05-28,0.2716,1,0
1244,2018-05-29,0.0,1,0
1245,2018-05-30,0.07707003105590063,0,1
1246,2018-05-31,0.13109795918367348,0,1
1247,2018-06-01,0.03993012919896641,1,0
1248,2018-06-02,0.08598537414965986,1,0
1249,2018-06-03,0.01265238726790451,1,0
1250,2018-06-04,0.04196316204287516,1,0
1251,2018-06-05,0.08351803278688524,1,0
1252,2018-06-06,0.09788276470588236,1,0
1253,2018-06-07,0.0,0,1
1254,2018-06-08,0.030108506944444446,1,0
1255,2018-06-09,-0.0028656177156177187,1,0
1256,2018-06-10,-0.023263692688971497,1,0
1257,2018-06-11,0.0,0,1
1258,2018-06-12,-0.4588,1,0
1259,2018-06-13,0.1417298969072165,0,1
1260,2018-06-14,0.2927070731707317,0,1
1261,2018-06-15,0.0031174807197943437,0,1
1262,2018-06-16,0.0,0,1
1263,2018-06-17,0.35196827956989246,0,1
1264,2018-06-18,0.13545000000000001,1,0
1265,2018-06-19,0.024994277539341924,1,0
1266,2018-06-20,0.24097916666666666,1,0
1267,2018-06-21,-0.12295818815331011,0,1
1268,2018-06-22,0.1324803846153846,0,1
1269,2018-06-23,-0.1429,0,1
1270,2018-06-24,0.0,0,1
1271,2018-06-25,0.21377123893805314,0,1
1272,2018-06-26,0.0,1,0
1273,2018-06-27,0.038357361963190194,0,1
1274,2018-06-28,0.029886524822695035,1,0
1275,2018-06-29,0.5859,0,1
1276,2018-06-30,0.03533663366336633,0,1
1277,2018-07-01,0.0,0,1
1278,2018-07-02,-0.107120390070922,1,0
1279,2018-07-03,0.0,0,1
1280,2018-07-04,0.6249,0,1
1281,2018-07-05,0.7506,1,0
1282,2018-07-06,0.20749587155963306,1,0
1283,2018-07-07,0.0,1,0
1284,2018-07-08,0.9671,1,0
1285,2018-07-09,0.12213745882352942,1,0
1286,2018-07-10,0.07313185185185185,0,1
1287,2018-07-11,-0.14929844961240313,0,1
1288,2018-07-12,0.12096649484536082,1,0
1289,2018-07-13,0.02796941176470589,1,0
1290,2018-07-14,0.09766976744186046,1,0
1291,2018-07-15,0.0,1,0
1292,2018-07-16,0.03647500000000001,0,1
1293,2018-07-17,0.0,1,0
1294,2018-07-18,0.0160993993993994,0,1
1295,2018-07-19,0.0,1,0
1296,2018-07-20,0.0,0,1
1297,2018-07-21,0.05548049713193117,0,1
1298,2018-07-22,0.11404959349593495,0,1
1299,2018-07-23,-0.07893015873015873,1,0
1300,2018-07-24,0.167459765625,1,0
1301,2018-07-25,0.04937134169517293,1,0
1302,2018-07-26,-0.03413474885844749,0,1
1303,2018-07-27,-0.06408837209302326,0,1
1304,2018-07-28,0.0,0,1
1305,2018-07-29,0.1719793103448276,0,1
1306,2018-07-30,0.05432660493827161,0,1
1307,2018-07-31,0.0066565940119760495,0,1
1308,2018-08-01,0.012331463329452851,1,0
1309,2018-08-02,0.0055278255999714416,1,0
1310,2018-08-03,0.011363117750216568,1,0
1311,2018-08-04,0.0829409880239521,1,0
1312,2018-08-05,0.0,1,0
1313,2018-08-06,0.04739298580005718,1,0
1314,2018-08-07,0.028976115586242166,0,1
1315,2018-08-08,0.036470303030303027,1,0
1316,2018-08-09,0.06403594346829641,1,0
1317,2018-08-10,0.008136797220467467,1,0
1318,2018-08-11,-0.02079794117647059,1,0
1319,2018-08-12,-0.027499710144927535,1,0
1320,2018-08-13,0.8272,1,0
1321,2018-08-14,0.03456870471014493,0,1
1322,2018-08-15,0.04044381313131313,1,0
1323,2018-08-16,0.016875749858517263,1,0
1324,2018-08-17,-0.00782112676056338,1,0
1325,2018-08-18,0.01140225134408602,1,0
1326,2018-08-19,0.0,1,0
1327,2018-08-20,0.0,0,1
1328,2018-08-21,0.24738224043715848,0,1
1329,2018-08-22,-0.012154600301659121,1,0
1330,2018-08-23,0.0681401913875598,1,0
1331,2018-08-24,-0.03928893700787402,0,1
1332,2018-08-25,0.09547401215805473,0,1
1333,2018-08-26,0.2208626955475331,0,1
1334,2018-08-27,0.1659890625,1,0
1335,2018-08-28,-0.04671132939156971,1,0
1336,2018-08-29,-0.0012178162763340817,1,0
1337,2018-08-30,0.010077986539540099,1,0
1338,2018-08-31,0.0456168945928887,1,0
1339,2018-09-01,0.28159595959595957,1,0
1340,2018-09-02,0.05136983282674772,1,0
1341,2018-09-03,0.10423734061930784,1,0
1342,2018-09-04,0.05633949125596185,0,1
1343,2018-09-05,0.020449016563147,0,1
1344,2018-09-06,0.22169333333333333,0,1
1345,2018-09-07,-0.0009718270847759437,0,1
1346,2018-09-08,-0.03702924528301886,0,1
1347,2018-09-09,0.0,0,1
1348,2018-09-10,0.013495105639154884,0,1
1349,2018-09-11,0.05391307692307692,1,0
1350,2018-09-12,0.008443630142844922,0,1
1351,2018-09-13,0.03050629134602403,1,0
1352,2018-09-14,0.028984368762475052,0,1
1353,2018-09-15,0.0,0,1
1354,2018-09-16,0.1779,0,1
1355,2018-09-17,0.10884649122807016,0,1
1356,2018-09-18,0.03159243630573248,1,0
1357,2018-09-19,0.007161745457676743,0,1
1358,2018-09-20,-0.0381282583621684,0,1
1359,2018-09-21,0.08096263623978202,0,1
1360,2018-09-22,0.05971085714285714,0,1
1361,2018-09-23,-0.1779,0,1
1362,2018-09-24,0.10827127071823205,1,0
1363,2018-09-25,-0.005273643816500959,1,0
1364,2018-09-26,0.3488066820276498,0,1
1365,2018-09-27,0.0,1,0
1366,2018-09-28,-0.1027,1,0
1367,2018-09-29,0.0,1,0
